SPECIES_CODE,SPECIES,COMMON_NAME,YEAR,N_SITES,COLLATED_INDEX,YEAR_RANK,TIME_PERIOD,COUNTRY
29,"Coenonympha pamphilus","Small Heath",2002,20,1.87,38,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2003,21,2.02,21,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2004,22,2.11,10,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2005,25,2.1,12,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2006,29,2,25,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2007,54,1.92,32,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2008,43,1.86,41,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2009,50,1.94,31,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2010,46,2.12,8,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2011,42,2.08,15,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2012,50,1.98,28,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2013,57,2.11,10,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2014,64,2.12,8,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2015,61,2.07,17,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2016,61,1.78,48,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2017,65,1.8,47,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2018,70,2.1,12,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2019,65,2.07,17,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2020,40,1.83,44,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2021,56,2.07,17,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2022,56,1.85,43,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2023,64,2.01,24,"1976-2024","Wales"
29,"Coenonympha pamphilus","Small Heath",2024,68,1.74,49,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2004,10,2.34,2,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2005,12,1.98,12,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2006,13,1.93,14,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2007,16,1.81,18,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2008,14,2.05,9,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2009,15,2.02,10,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2010,16,1.86,15,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2011,13,2.2,6,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2012,13,2.14,7,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2013,16,2.01,11,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2014,22,2.31,3,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2015,23,2.5,1,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2016,29,2.3,4,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2017,29,1.97,13,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2018,28,1.86,15,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2019,28,2.23,5,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2020,19,2.11,8,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2021,28,1.72,19,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2022,26,1.82,17,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2023,28,1.58,20,"1976-2024","Wales"
46,"Erynnis tages","Dingy Skipper",2024,27,1.28,21,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1990,6,2.24,11,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1991,15,2.45,5,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1992,13,2.42,7,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1993,27,2.44,6,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1994,25,2.5,3,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1995,27,1.61,29,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1996,23,2.13,14,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1997,38,1.82,25,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1998,29,1.82,25,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",1999,29,2.35,8,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2000,23,2.62,1,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2001,19,2.6,2,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2002,22,1.9,20,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2003,14,1.56,30,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2004,16,1.97,19,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2005,20,2.25,10,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2006,14,2.49,4,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2007,17,1.55,31,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2008,19,0.98,35,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2009,22,1.45,34,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2010,21,2.04,17,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2011,24,1.7,28,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2012,23,1.54,32,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2013,22,2.13,14,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2014,28,2.26,9,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2015,28,2.15,13,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2016,28,1.84,24,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2017,31,1.86,23,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2018,27,2.13,14,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2019,29,2.18,12,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2020,24,1.75,27,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2021,17,2.01,18,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2022,21,1.89,21,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2023,16,1.89,21,"1976-2024","Wales"
50,"Euphydryas aurinia","Marsh Fritillary",2024,17,1.49,33,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",1995,6,2.0600000000000001,11,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",1996,7,2.5299999999999998,1,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",1997,7,2.1800000000000002,8,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",1998,7,1.8300000000000001,16,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2000,5,1.6100000000000001,19,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2002,4,1.75,17,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2010,9,2.21,7,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2011,9,2.25,5,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2012,9,1.3300000000000001,20,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2013,9,2.3700000000000001,3,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2014,9,2.25,5,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2015,9,2.3900000000000001,2,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2016,9,2.1200000000000001,9,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2017,9,1.9099999999999999,14,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2018,10,1.6799999999999999,18,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2019,10,2.1000000000000001,10,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2020,10,2.29,4,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2021,10,2.0600000000000001,11,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2022,10,2.02,13,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2023,10,1.8600000000000001,15,"1976-2024","Wales"
13,"Fabriciana adippe","High Brown Fritillary",2024,10,1.22,21,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2002,7,2.04,12,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2003,8,2.01,13,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2004,8,2.36,4,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2005,9,2.31,7,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2006,9,2.33,6,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2007,11,2.3,9,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2008,9,2.17,10,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2009,8,2.58,1,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2010,10,2.48,2,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2011,10,1.67,18,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2012,9,1.33,23,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2013,11,2.34,5,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2014,13,2.43,3,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2015,15,1.86,15,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2016,14,1.64,19,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2017,14,2.31,7,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2018,16,2.07,11,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2019,16,1.8,16,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2020,11,1.72,17,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2021,17,1.39,22,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2022,15,1.55,20,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2023,14,1.9,14,"1976-2024","Wales"
116,"Favonius quercus","Purple Hairstreak",2024,16,1.42,21,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",1998,7,1.93,21,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",1999,8,1.97,16,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2000,8,2.11,6,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2001,10,1.61,27,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2002,13,2.18,4,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2003,13,1.98,15,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2004,16,2.05,10,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2005,18,1.93,21,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2006,21,1.97,16,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2007,28,1.99,13,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2008,28,1.79,26,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2009,28,1.96,18,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2010,26,1.86,24,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2011,25,1.8,25,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2012,23,1.9,23,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2013,28,1.95,19,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2014,36,2.09,8,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2015,40,2.04,11,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2016,41,2.01,12,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2017,44,1.99,13,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2018,47,2.12,5,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2019,43,2.26,1,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2020,24,2.2,2,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2021,41,1.94,20,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2022,43,2.1,7,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2023,45,2.2,2,"1976-2024","Wales"
54,"Gonepteryx rhamni","Brimstone",2024,49,2.08,9,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1976,5,2.91,2,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1977,7,2.58,7,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1978,8,2.36,13,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1979,9,2.34,14,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1980,9,2.5,9,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1981,9,2.53,8,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1982,8,3.03,1,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1983,10,2.67,5,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1984,8,2.88,3,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1985,8,2.43,11,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1986,7,2.27,15,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1987,7,2.06,20,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1988,7,2.11,19,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1989,6,2.74,4,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1990,6,2.67,5,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1991,7,2.43,11,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1992,7,2.5,9,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1993,8,2.24,17,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1994,7,2.21,18,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1995,9,1.86,26,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1996,8,1.7,32,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1997,9,1.84,28,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1998,8,1.26,49,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",1999,9,1.64,36,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2000,9,1.55,42,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2001,10,1.47,46,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2002,12,1.56,39,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2003,13,1.53,45,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2004,14,1.57,37,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2005,15,1.98,21,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2006,16,1.88,25,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2007,21,1.66,34,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2008,18,1.57,37,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2009,22,1.56,39,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2010,24,1.97,22,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2011,20,1.8,29,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2012,21,1.56,39,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2013,21,2.27,15,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2014,29,1.94,23,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2015,31,1.68,33,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2016,36,1.55,42,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2017,37,1.55,42,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2018,37,1.9,24,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2019,39,1.66,34,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2020,23,1.32,48,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2021,30,1.72,30,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2022,33,1.86,26,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2023,33,1.72,30,"1976-2024","Wales"
48,"Hipparchia semele","Grayling",2024,30,1.46,47,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1976,6,2.51,2,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1977,8,2.06,17,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1978,9,2.03,20,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1979,12,2.15,12,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1980,10,2.01,24,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1981,10,2.17,9,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1982,9,2.31,5,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1983,10,2.04,18,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1984,8,2.03,20,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1985,8,1.77,41,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1986,6,1.99,25,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1987,7,1.98,26,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1988,6,2.22,7,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1989,5,2.52,1,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1990,6,2.47,3,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1991,7,2.16,10,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1992,8,2.16,10,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1993,11,1.92,34,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1994,12,1.73,44,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1995,15,1.95,30,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1996,14,2.09,14,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1997,15,1.93,33,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1998,12,2.29,6,"1976-2024","Wales"
94,"Lasiommata megera","Wall",1999,13,2.19,8,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2000,15,2.15,12,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2001,15,1.94,31,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2002,22,1.8,39,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2003,25,1.96,28,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2004,26,2.07,15,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2005,27,2.03,20,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2006,29,2.04,18,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2007,36,1.7,46,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2008,34,1.64,47,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2009,44,2.02,23,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2010,46,2.07,15,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2011,42,1.85,38,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2012,40,1.77,41,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2013,46,2.41,4,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2014,56,1.94,31,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2015,53,1.79,40,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2016,55,1.48,49,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2017,58,1.75,43,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2018,58,1.98,26,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2019,59,1.96,28,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2020,36,1.55,48,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2021,54,1.87,37,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2022,49,1.9,36,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2023,54,1.92,34,"1976-2024","Wales"
94,"Lasiommata megera","Wall",2024,59,1.72,45,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1976,6,2.8,1,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1977,9,1.62,46,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1978,9,1.97,25,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1979,11,2.4,6,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1980,10,2.14,13,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1981,10,1.97,25,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1982,9,2.43,4,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1983,11,2.03,22,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1984,9,2.47,3,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1985,9,1.55,48,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1986,7,1.99,23,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1987,8,2.5,2,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1988,7,2.11,16,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1989,6,2.41,5,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1990,7,1.9,31,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1991,7,1.99,23,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1992,8,2.27,8,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1993,12,1.85,36,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1994,12,1.56,47,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1995,15,2.33,7,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1996,14,2.12,14,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1997,15,2.12,14,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1998,12,1.77,41,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",1999,13,1.83,38,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2000,15,1.66,45,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2001,15,1.86,35,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2002,22,1.87,34,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2003,25,2.1,17,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2004,28,2.15,12,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2005,31,1.97,25,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2006,33,2.16,10,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2007,47,1.89,32,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2008,43,1.69,42,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2009,61,1.89,32,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2010,61,2.16,10,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2011,52,2.1,17,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2012,57,1.69,42,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2013,65,2.1,17,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2014,70,1.96,28,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2015,71,1.84,37,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2016,75,1.68,44,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2017,77,1.8,39,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2018,79,2.25,9,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2019,76,2.06,20,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2020,46,1.78,40,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2021,70,1.92,30,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2022,68,1.95,29,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2023,73,2.05,21,"1976-2024","Wales"
68,"Lycaena phlaeas","Small Copper",2024,76,1.33,49,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1976,6,1.85,43,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1977,10,1.88,40,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1978,10,1.62,49,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1979,12,1.82,45,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1980,10,1.91,33,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1981,10,2.01,23,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1982,9,2.38,1,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1983,11,2.31,2,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1984,9,2.27,3,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1985,9,2.04,21,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1986,7,1.75,47,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1987,8,1.89,38,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1988,7,1.89,38,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1989,6,1.92,31,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1990,7,2,27,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1991,8,2.1,12,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1992,9,2.09,13,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1993,12,2.07,18,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1994,12,2.11,10,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1995,16,1.92,31,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1996,16,2.08,15,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1997,17,1.98,30,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1998,14,2.08,15,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",1999,15,2.18,5,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",2000,16,2.22,4,"1976-2024","Wales"
75,"Maniola jurtina","Meadow Brown",2001,19,2.17,6,"1976-2024","Wales"
