SPECIES_CODE,SPECIES,COMMON_NAME,YEAR,N_SITES,COLLATED_INDEX,YEAR_RANK,TIME_PERIOD,COUNTRY
84,"Aglais io","Peacock",1976,31,1.77,45,"1976-2024","England"
84,"Aglais io","Peacock",1977,47,1.65,49,"1976-2024","England"
84,"Aglais io","Peacock",1978,50,1.97,26,"1976-2024","England"
84,"Aglais io","Peacock",1979,59,2.03,22,"1976-2024","England"
84,"Aglais io","Peacock",1980,68,1.88,39,"1976-2024","England"
84,"Aglais io","Peacock",1981,70,1.79,44,"1976-2024","England"
84,"Aglais io","Peacock",1982,76,2.22,4,"1976-2024","England"
84,"Aglais io","Peacock",1983,86,1.98,25,"1976-2024","England"
84,"Aglais io","Peacock",1984,97,2.13,11,"1976-2024","England"
84,"Aglais io","Peacock",1985,106,2.14,10,"1976-2024","England"
84,"Aglais io","Peacock",1986,115,1.86,40,"1976-2024","England"
84,"Aglais io","Peacock",1987,136,1.93,33,"1976-2024","England"
84,"Aglais io","Peacock",1988,158,1.96,29,"1976-2024","England"
84,"Aglais io","Peacock",1989,189,1.96,29,"1976-2024","England"
84,"Aglais io","Peacock",1990,217,1.97,26,"1976-2024","England"
84,"Aglais io","Peacock",1991,243,2.08,16,"1976-2024","England"
84,"Aglais io","Peacock",1992,265,2.36,1,"1976-2024","England"
84,"Aglais io","Peacock",1993,294,2.1,14,"1976-2024","England"
84,"Aglais io","Peacock",1994,317,1.94,32,"1976-2024","England"
84,"Aglais io","Peacock",1995,377,2.02,24,"1976-2024","England"
84,"Aglais io","Peacock",1996,411,2.29,2,"1976-2024","England"
84,"Aglais io","Peacock",1997,444,2.23,3,"1976-2024","England"
84,"Aglais io","Peacock",1998,453,2.1,14,"1976-2024","England"
84,"Aglais io","Peacock",1999,475,2.06,17,"1976-2024","England"
84,"Aglais io","Peacock",2000,522,2.15,9,"1976-2024","England"
84,"Aglais io","Peacock",2001,478,2.18,8,"1976-2024","England"
84,"Aglais io","Peacock",2002,573,2.05,19,"1976-2024","England"
84,"Aglais io","Peacock",2003,629,1.96,29,"1976-2024","England"
84,"Aglais io","Peacock",2004,619,1.9,36,"1976-2024","England"
84,"Aglais io","Peacock",2005,637,1.93,33,"1976-2024","England"
84,"Aglais io","Peacock",2006,697,1.9,36,"1976-2024","England"
84,"Aglais io","Peacock",2007,903,2.06,17,"1976-2024","England"
84,"Aglais io","Peacock",2008,887,1.92,35,"1976-2024","England"
84,"Aglais io","Peacock",2009,1382,2.11,12,"1976-2024","England"
84,"Aglais io","Peacock",2010,1356,1.97,26,"1976-2024","England"
84,"Aglais io","Peacock",2011,1367,1.77,45,"1976-2024","England"
84,"Aglais io","Peacock",2012,1442,1.73,47,"1976-2024","England"
84,"Aglais io","Peacock",2013,1585,2.21,5,"1976-2024","England"
84,"Aglais io","Peacock",2014,1670,2.21,5,"1976-2024","England"
84,"Aglais io","Peacock",2015,1795,2.11,12,"1976-2024","England"
84,"Aglais io","Peacock",2016,1862,1.82,43,"1976-2024","England"
84,"Aglais io","Peacock",2017,2009,1.83,42,"1976-2024","England"
84,"Aglais io","Peacock",2018,2125,1.71,48,"1976-2024","England"
84,"Aglais io","Peacock",2019,2265,2.05,19,"1976-2024","England"
84,"Aglais io","Peacock",2020,1922,2.19,7,"1976-2024","England"
84,"Aglais io","Peacock",2021,2268,2.03,22,"1976-2024","England"
84,"Aglais io","Peacock",2022,2449,1.85,41,"1976-2024","England"
84,"Aglais io","Peacock",2023,2510,2.05,19,"1976-2024","England"
84,"Aglais io","Peacock",2024,2652,1.89,38,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1976,31,2.13,19,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1977,47,1.99,26,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1978,50,2.37,8,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1979,59,2.21,16,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1980,68,2.22,13,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1981,70,1.98,27,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1982,75,2.75,1,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1983,85,2.1,20,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1984,96,2.68,2,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1985,105,2.23,12,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1986,114,1.94,30,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1987,136,2.46,6,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1988,157,2.16,17,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1989,190,2.26,11,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1990,218,2.22,13,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1991,243,2.48,5,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1992,267,2.54,4,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1993,293,1.95,29,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1994,318,2.04,24,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1995,381,2.31,10,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1996,414,2.34,9,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1997,444,2.65,3,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1998,456,2.06,22,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",1999,478,1.84,33,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2000,523,1.89,32,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2001,476,2.01,25,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2002,574,2.1,20,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2003,630,2.42,7,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2004,611,2.15,18,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2005,634,1.76,37,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2006,682,1.61,43,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2007,861,1.63,41,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2008,863,1.44,47,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2009,1360,1.81,34,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2010,1340,1.81,34,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2011,1354,1.71,39,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2012,1420,1.46,46,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2013,1568,2.05,23,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2014,1665,2.22,13,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2015,1785,1.96,28,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2016,1843,1.67,40,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2017,1983,1.74,38,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2018,2083,1.52,45,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2019,2211,1.63,41,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2020,1859,1.94,30,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2021,2206,1.79,36,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2022,2367,1.6,44,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2023,2374,1.31,48,"1976-2024","England"
2,"Aglais urticae","Small Tortoiseshell",2024,2414,0.83,49,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1976,29,1.87,45,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1977,46,1.78,48,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1978,51,2.01,23,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1979,59,1.98,28,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1980,68,2.03,21,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1981,69,1.95,36,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1982,75,1.87,45,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1983,84,1.98,28,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1984,95,2.06,11,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1985,104,2.06,11,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1986,113,1.88,42,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1987,135,2.05,15,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1988,156,1.88,42,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1989,188,1.97,33,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1990,216,2.2,2,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1991,243,2.14,4,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1992,266,2.04,18,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1993,291,2.11,5,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1994,317,1.96,34,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1995,370,1.98,28,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1996,409,1.96,34,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1997,436,2.07,10,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1998,458,1.93,37,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",1999,470,1.93,37,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2000,516,1.98,28,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2001,470,1.88,42,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2002,558,2.03,21,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2003,614,1.91,40,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2004,617,1.99,26,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2005,630,1.98,28,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2006,664,1.89,41,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2007,732,1.85,47,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2008,762,1.75,49,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2009,954,1.99,26,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2010,969,2.06,11,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2011,1000,2.17,3,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2012,1009,2.04,18,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2013,1086,1.93,37,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2014,1209,2.1,6,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2015,1367,2,25,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2016,1440,2.01,23,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2017,1578,2.09,8,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2018,1662,2.06,11,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2019,1765,2.25,1,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2020,1481,2.1,6,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2021,1822,2.05,15,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2022,1951,2.09,8,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2023,2017,2.04,18,"1976-2024","England"
4,"Anthocharis cardamines","Orange-tip",2024,2126,2.05,15,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1979,9,1.51,45,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1980,10,2.05,21,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1981,10,1.5,46,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1982,10,1.78,37,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1983,13,2.33,3,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1984,16,2.13,15,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1985,17,2.3,5,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1986,21,2.13,15,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1987,24,1.91,33,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1988,26,2.01,24,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1989,26,1.8,36,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1990,31,1.69,42,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1991,33,1.61,43,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1992,35,1.96,28,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1993,38,2.2,10,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1994,41,2.01,24,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1995,49,1.94,30,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1996,53,1.57,44,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1997,57,1.97,27,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1998,60,1.78,37,"1976-2024","England"
6,"Apatura iris","Purple Emperor",1999,61,1.71,40,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2000,71,1.92,32,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2001,67,1.82,35,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2002,77,1.71,40,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2003,80,2.1,18,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2004,84,1.75,39,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2005,84,1.93,31,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2006,89,2.24,8,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2007,90,1.87,34,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2008,100,2.14,12,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2009,110,2.25,7,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2010,116,2.29,6,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2011,112,2.02,22,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2012,109,1.99,26,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2013,114,2.33,3,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2014,122,2.22,9,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2015,133,1.96,28,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2016,142,2.07,20,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2017,145,2.14,12,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2018,149,2.46,1,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2019,150,2.13,15,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2020,141,2.02,22,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2021,150,2.18,11,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2022,152,2.35,2,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2023,148,2.14,12,"1976-2024","England"
6,"Apatura iris","Purple Emperor",2024,150,2.09,19,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1976,31,1.38,47,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1977,41,1.12,49,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1978,45,1.23,48,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1979,57,1.42,46,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1980,65,1.61,45,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1981,67,1.77,44,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1982,72,1.96,39,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1983,81,1.93,41,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1984,92,2.03,26,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1985,100,1.98,36,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1986,109,2.08,19,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1987,132,2.11,14,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1988,153,1.98,36,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1989,184,1.95,40,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1990,204,1.9,42,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1991,227,2.1,17,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1992,249,2.11,14,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1993,279,2.03,26,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1994,304,2.08,19,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1995,351,2.08,19,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1996,391,1.87,43,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1997,409,2.02,29,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1998,429,2,33,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",1999,447,2.1,17,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2000,489,2.15,11,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2001,461,2.02,29,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2002,538,2.06,22,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2003,600,2.15,11,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2004,595,2.02,29,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2005,620,2.02,29,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2006,677,2.05,24,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2007,836,2,33,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2008,850,2.11,14,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2009,1286,2.24,4,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2010,1284,2.2,8,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2011,1313,2.13,13,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2012,1374,2.03,26,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2013,1508,2.21,7,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2014,1606,2.31,1,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2015,1741,2.22,5,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2016,1815,2.17,10,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2017,1962,2.3,2,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2018,2074,2.22,5,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2019,2210,2.3,2,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2020,1868,2.06,22,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2021,2220,2.04,25,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2022,2400,2.19,9,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2023,2419,1.98,36,"1976-2024","England"
8,"Aphantopus hyperantus","Ringlet",2024,2524,1.99,35,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1976,21,1.99,25,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1977,27,1.39,49,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1978,29,1.56,48,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1979,39,1.75,43,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1980,44,1.65,47,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1981,46,1.71,46,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1982,49,1.85,36,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1983,55,1.75,43,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1984,61,1.83,37,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1985,72,1.75,43,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1986,83,1.93,30,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1987,102,2.03,23,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1988,115,1.8,39,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1989,138,1.92,31,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1990,153,1.87,34,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1991,174,1.94,28,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1992,188,2.11,18,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1993,198,1.88,33,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1994,213,1.95,27,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1995,242,2.1,19,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1996,262,2.16,15,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1997,274,2.18,12,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1998,290,1.77,42,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",1999,285,1.83,37,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2000,312,1.78,40,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2001,298,1.86,35,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2002,344,1.91,32,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2003,375,2.1,19,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2004,375,2.13,17,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2005,401,2.1,19,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2006,423,2.4,1,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2007,490,2.05,22,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2008,525,1.98,26,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2009,642,2.16,15,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2010,660,2.35,3,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2011,686,2.18,12,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2012,688,1.94,28,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2013,747,2.28,5,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2014,809,2.26,8,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2015,909,2.27,6,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2016,952,2.01,24,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2017,1023,2.39,2,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2018,1069,2.34,4,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2019,1100,2.27,6,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2020,968,2.18,12,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2021,1100,2.19,10,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2022,1165,2.22,9,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2023,1176,2.19,10,"1976-2024","England"
17,"Argynnis paphia","Silver-washed Fritillary",2024,1182,1.78,40,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1976,23,2.37,4,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1977,30,1.93,32,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1978,30,1.81,40,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1979,41,2.03,20,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1980,45,1.9,33,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1981,48,1.73,44,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1982,51,2.24,8,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1983,60,2.04,18,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1984,69,2.19,10,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1985,75,1.83,38,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1986,85,1.73,44,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1987,99,1.62,48,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1988,114,1.69,47,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1989,136,1.96,31,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1990,151,2.05,17,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1991,171,2.01,23,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1992,189,1.86,35,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1993,207,1.74,43,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1994,226,2.06,16,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1995,267,2.26,7,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1996,295,2.45,1,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1997,309,2.28,5,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1998,311,1.81,40,"1976-2024","England"
20,"Aricia agestis","Brown Argus",1999,344,1.99,26,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2000,363,2.11,14,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2001,349,1.86,35,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2002,373,1.87,34,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2003,421,2.03,20,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2004,411,2.04,18,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2005,445,2.07,15,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2006,489,2.2,9,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2007,529,1.82,39,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2008,564,1.71,46,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2009,762,2,24,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2010,768,2.28,5,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2011,796,2.14,12,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2012,800,1.51,49,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2013,856,2.03,20,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2014,941,2.14,12,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2015,1025,2,24,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2016,1075,1.86,35,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2017,1161,1.99,26,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2018,1237,2.41,3,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2019,1284,2.19,10,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2020,1115,1.97,30,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2021,1309,1.98,29,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2022,1410,1.99,26,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2023,1440,2.42,2,"1976-2024","England"
20,"Aricia agestis","Brown Argus",2024,1455,1.79,42,"1976-2024","England"
